"Word1";"Word2";"Word3";"Word4";"Word5";"Word6";"Word7";"Word8";"Word9";"Word10";"Word11";"Word12";"Word13";"Word14";"Word15";"Word16";"Word17";"Word18";"Word19";"Word20";"Word21";"Word22";"Word23";"Word24";"Word25";"Word26";"Word27";"Word28";"Word29";"Word30";"Word31";"Word32";"Word33";"Word34";"Word35";"Word36";"Word37";"Word38";"Word39";"Word40";"Word41";"Word42";"Word43";"Word44";"Word45";"Word46";"Word47";"Word48";"Char1";"Char2";"Char3";"Char4";"Char5";"Char6";"Capitalrun1";"Capitalrun2";"Capitalrun3";"Spam"
0,59;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,19;0;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59;1,19;0;0;0;0,212;0;0,212;0;0,106;1,7;11;68;0
0;0;0,33;0;0,66;0;0;0,33;0;1,32;0;0;0;0,33;0;0;0,33;0;1,32;0;0,33;0;0;0;1,98;0,66;0,66;0;0;0;0;0;0,33;0;0;0;0,99;0;0;0;0;0;0,33;0,33;0,33;0;0;0;0,168;0,392;0;0,224;0,336;0;4,115;42;321;0
0;0;0;0;0,67;0;2,01;0;0;0;0;0;0;0;0;0;0;2,01;1,34;0,67;2,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,305;0;0;2,162;14;93;1
0,96;0;0;0;0,32;0;0;0;0;0;0;0,32;0;0;0;0;0;0;1,93;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;0;0,32;0;0;0;0,057;0;0;0;0;1,147;5;78;0
0;0,24;0,72;0;0,24;0;0,12;0;0;0,36;0,12;0;0,12;0;0,12;0,12;0;0,6;0,36;0,12;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;0;0;0;0;0;0;0;0;0;0,018;0;0,34;0;0,018;5,634;158;1234;1
0;0;1,5;0;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,116;0;0;0;0;1,833;8;22;0
0;0;0;0;0;0;0;0;0;0;0;0;0,97;0;0;0;0;0;0;0;0;0;0;0;6,79;3,88;0,97;0,97;0,97;0,97;0,97;0,97;0;0,97;0,97;0,97;0,97;0;0;0,97;0;0;0,97;0;1,94;0;0;0;0;0,299;0,149;0;0;0;2,666;13;72;0
1;0;0,33;0;0,66;0,66;0;0;0;0;0;0,33;0,66;0;0;0,66;0,66;0;2,33;0;0,33;0;1,66;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06;0;0,12;0,541;0;5,428;21;304;1
0,46;0;0;0;0;0;0;0;0;0;0;2,32;0,46;0;0;0;0;0,46;5,11;0;0,46;0;0;0;0,93;1,39;0;0;0,46;0;0;0;0;0;0;0;0;0;1,39;0;0;0,93;0;0;0;0;0;0;0;0;0;0,065;0;0;2;13;86;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0
0;1,15;0,86;0;0,57;0,28;0,57;0;0;0,28;0;0,57;0;0;0;1,72;0;0,86;4,32;0;2,01;0;0;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142;0;0,19;0;3,423;6,584;56;349;1
0;0;0,32;0;0,65;0,65;0,32;0,32;0;0;0;0,32;0,32;0;0;0,32;0,32;0;2,28;0;3,25;0;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;0;0;0;0;0,105;0;0;0,158;0;1,494;10;139;1
0;0;0;0;0;0;0;0,71;0;0;0;0,71;0;0;0;1,43;0;0;4,31;0;1,43;0;0;0,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,15;0;0;0;0;0,265;0;0,132;0;0;2,322;16;72;1
0;0;0;0;0;0;0;0,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,83;0,41;0;0,41;0,41;0;0;0;0;0;0,41;0,41;0,41;0;0;0;0;0;0;0;0;0;0;0;0;0,158;0;0;0;0;1,969;13;130;0
0,38;0;1,9;0;1,14;0;0;0;0,38;0,38;0;0;0;0;0;0;0;0;0,38;0,76;0;0;0;0;0,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,005;0,059;0;295;1177;1180;1
0;0;0;0;0;0;0;0;0;0;0;2,22;0;0;0;0;0;0;0,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;0;0;0;0;0;0;2,22;0;0;0;0;0;0;0,277;0;2,72;15;68;0
0;0;0;0;0,96;0;0,96;0;0;0,48;0,48;0,96;0;0;0;1,44;0;0;3,36;0;0,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,149;0;0,149;0,074;0;2,586;44;150;1
0;0;0;0;0;0;0;0;0;0,55;0;0,55;0;0;0;0;0;0;1,11;0;0,55;0;0;0;2,77;2,22;1,11;0,55;0,55;0,55;0,55;0,55;0,55;0,55;0,55;0,55;1,66;0;0,55;0,55;0;0;1,11;0;1,11;0;0;0;0;0,603;0,086;0;0;0;2,113;13;167;0
0;0;0,31;0;1,04;0,1;0;0;0;0;0;0,1;0;0;0;0;0;0;0,2;0;0;0;0;0;0,41;0,2;0,52;0,2;0,2;0,2;0,2;0,2;0,41;0,2;0,2;0,2;0,1;1,57;0,1;0,2;0;0,41;0,1;0,1;0,1;0;0;0,1;0,067;0,523;0,016;0;0,016;0,033;2,232;47;393;0
0;0,17;0;0;0,34;0,34;0;0;0;0,17;0;0;0,17;0;0;0,17;0,17;0;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34;0;0;0;0;0,054;0;0;0,027;0;2,073;11;170;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,69;4,34;4,34;4,34;4,34;4,34;4,34;4,34;0;4,34;4,34;4,34;0;0;0;4,34;0;0;0;0;0;0;0;0;0;1,19;0;0;0;0;3,333;11;30;0
0;0;0;0;0;0;0;0;0;0;0;2,9;0;0;0;0,58;0;0;0;0;1,74;0;0;0;2,32;0;0;0;0;3,48;0;0;0;0;0;0;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0,165;0;0;0;0;1,7;12;68;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,85;0;0;0;0;0;4,27;3,41;2,56;0,85;0,85;0,85;0,85;0,85;0;0,85;0,85;0,85;0,85;0;0,85;0,85;0;0;0,85;0;0,85;0;0;0;0;0,278;0,139;0;0;0;2,138;12;77;0
0,98;0,16;0,41;0;0,16;0,24;0;0,16;0;0,49;0,08;0,57;0,9;0;0,16;0;0;0,32;2,37;0;1,23;0;0,49;1,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,096;0;0,736;0,256;0,096;4,123;84;701;1
0;0;0;0;0;0;0;0;0;0;0;1,4;0;0;0;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4;0;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,393;9;46;0
0,09;0,49;0,59;0;0,39;0,19;0;0;0,09;0,39;0;1,57;0,19;0;0;0;0,09;0;3,75;0,09;1,08;0;0;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,768;0,037;0;5,848;1,313;0;5,96;54;757;1
0;0;0,47;0;1,43;0;0;0;0;0;0;0,95;0;0;0;0,47;0,95;0;3,34;0;1,91;0;0,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,43;0;0;0;0;0,076;0;0,536;0,306;0;4,653;78;242;1
0,17;0;0,17;0;1,52;0,35;0,05;0,05;0,05;0,05;0,05;0,52;0,29;0,05;0;0;0,64;0,05;4,21;0,23;1,11;0;0,81;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0,01;0,052;0;0,01;0,167;0;1,838;13;467;1
0,23;0;0;0;0;0,11;0;0;0;0,11;0;0,11;0,11;0;0;0;0;0,23;2,15;0;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0,71;0,11;0;0;0;0,126;0;0,021;0;0;1,198;5;145;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,266;4;19;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26;0;0,65;0;0;0;0;0;1,3;0;0;0;0;4,57;0;0;0;0;0;0;0;0;0;0,657;3,041;14;219;0
0,1;0;0,1;0;0,4;0,1;0,1;0;0,2;0,2;0,4;0,5;0;0,6;0;0,91;0,2;0;1,72;4,26;1,72;0;0,4;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,096;0;0,336;0,16;0;6,758;494;1426;1
0;0,24;0;0;0,24;0;0;0,24;0;0,49;0;0;0;1,48;0;0;0;0;0,99;0;0;0;0;0;0,49;0;0,24;0;0;0;0,24;0;0;0;0,24;0;0,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;9,31;235;1108;0
0;0;0,41;0;0,82;0,61;0,2;0;0,2;0,61;0,41;1,23;0,2;0;0;0,61;0;0;2,89;3,09;1,23;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,098;0,065;0;0,816;0,065;0;3,716;45;301;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,19;0;1,19;0;0;0;1,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,082;0;0;0;0,216;3,478;7;80;0
0;0;0,62;0;1,24;0,62;0;0;0;0;0;0;0;0;0;0,31;0;0;2,48;0;0,93;0;0,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0,31;0;0;0;0;0;0;0;0;0;0;0;0;0,086;0;0,043;0;0;1,741;14;155;1
0;1,22;0,81;0;0,4;0;0,81;0,4;0;0,81;0;0,4;2,04;0;0;3,27;0;1,22;0,81;0;0,4;0;2,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,64;0,8;0;7,651;181;505;1
0;0;0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29;1,17;0;0;0;0;0;0,58;0;0,29;0,29;0;0;0;0;0,178;0;0,044;0;0;1,666;10;180;0
0,14;0;0,14;0;0;0,56;0;0;0;0;0;0,14;0;0;0;0;0;0,28;2,41;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,42;0;0;0;0,7;0,14;0;0;0;0,053;0;0;0;0;1,136;5;108;0
0;0;0,17;0;0,17;0;0;0,17;0,08;0;0,08;0,25;0;0;0;0,08;0;0;0,94;0;0,6;0;0,25;0;1,89;0,43;0;0,08;0;0,25;0,34;0;0;0;0,25;0;0,17;0;0;0;0;0;0;0;0;0;0;0,08;0;0,127;0;0,051;0,038;0;1,838;24;605;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;1,625;6;13;0
0,51;0,25;0,49;0;0,04;0,23;0,04;0,32;0,38;0,81;0,21;0,9;0,79;1,24;0,02;0,21;0,36;0,04;3,49;0;1,54;0;1,09;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02;0;0,1;0;0;0;0;0,058;0;0,308;0,672;0,128;5,459;193;3243;1
0;0;0;0;0;0;0;1,78;0;0;0;0;0;1,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;1,444;5;13;0
0,46;0,93;0,93;0;0,46;0;0;0,46;0;1,86;0;2,33;0;0,46;0;0,46;0;0;1,86;0;5,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,252;0;1,683;0,168;0,084;57,076;634;742;1
0,09;0,49;0,59;0;0,29;0,19;0;0;0,09;0,39;0;1,59;0,19;0;0;0;0,09;0;3,67;0,09;1,09;0;0;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09;0;0;0;0,766;0,037;0;5,836;1,31;0;5,792;54;753;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,28;1,44;0;0;0;0;0;0;1,44;0;0;0;1,6;0;0;0;2,56;0;0;0;0;3,52;0;0;0,208;0,671;0,092;0;0;0;4,122;20;540;0
0;0;0,31;0;0,31;0,31;0,31;0,31;0;0;0,63;0,95;0;0;0;0,95;0,63;0,31;2,54;2,54;3,5;0;0;0,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051;0;0,102;0;0,102;5,708;138;274;1
0;0;0;0;0;0;0;0;0;0,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,72;0;0,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,497;0,124;0;0;0,124;3,904;28;164;0
0;0;0,61;0;0;0;0;0;0;0;0;0,61;0;0;0;0;0;0;0,61;0;0;0;0;0;5,52;1,22;1,22;0,61;0,61;1,84;0,61;0,61;0;0,61;0,61;0,61;0;0;1,22;0,61;0;0;0;0;0,61;0;0;0;0;0,143;0;0;0;0;3,682;51;151;0
0,15;0,1;0;0;0,3;0,15;0;0,3;0;0;0;0,6;0;0;0;0;0;0;2,06;0;0,85;0;0,05;0;0,2;0;0;0;0;0;0;0;0,25;0;0,15;0;0,35;0;0;0;0;0;0;0,05;0;0;0;0;0,073;0,234;0;0,073;0;0;2,206;49;1026;0
0;0,62;0,62;0;0;0;0;0;0;1,24;0;0;0;0;0;0,62;0;0,62;0;0;3,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,24;0;1,86;0;0;0;0;0;0;1,24;0;0;0;0,384;0;0,288;0;0,096;6;116;294;0
0,4;0,4;0,26;0;0,13;0,2;0,06;0,33;0;1,14;0,33;1,07;1;0;0,26;0,4;0,06;0;4,1;0;0,94;0;0,53;0,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,088;0;1,06;0,151;0,05;4,623;123;1045;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,66;0;0;0;0;0;0;0;1,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,304;0;0;2,125;9;34;0
0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0,595;0;0;0;0;1,25;2;10;0
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,36;0;0;0;0;0;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,526;7;87;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,46;0;1,23;0;0;0;0;0;1,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,062;2;17;0
0;0;0,51;0;0,51;0,51;0,51;0;0;0;0;0;0;0;0;0;1,03;1,03;3,1;0;1,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09;0;0,18;0;0;1,773;17;94;1
0;0;0;0;0;0;1,23;0;0;0;0;0;0;0;0;1,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,939;0;0;1,379;8;40;1
0;0;0;0;0;0;0;0;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,75;0;0,75;0;0;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0,133;0;0;0,133;4,472;33;161;0
0;0;0;0;0;0;1,94;0;0;0;0;0;0;0;0;2,91;3,88;0;1,94;0;1,94;0;0;1,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,97;0;0;0;0;0,97;0;0;0;0;0,13;0;0,52;0,13;0;6,266;26;94;1
0,59;0;0;0;0;0;1,18;0,59;0,59;1,18;0;1,18;0;0;0;0;2,95;0;4,14;2,36;2,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,421;0;0;6,275;46;182;1
0;0,8;0;0;0,6;0;0;0,2;0;0,2;0;0;0;0;0;1,8;0;2,2;1,8;0;2,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0,2;0,2;0;0;0;0;0;0,06;0;0;2,55;43;227;0
0;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,58;0;0;0;0,083;0;0;0;0;6,096;21;189;0
0;0;0;0;2,94;0;0;0;0;0;0;0;0;0;0;2,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,404;0,404;0;0,809;0;0;4,857;12;34;1
0;0;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0,7;0;1,4;0;1,4;0;0;0;0;0;0,7;0;0;0;0,7;0;0;0;1,4;0;0;0;0;2,11;0;0;0;0;0;0;0;0;0;0,267;0,066;0;0;0;17,952;200;377;0
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;0
0,42;0,46;0,38;0;0,19;0,11;0;0,07;0,58;0,62;0,34;0,77;0,5;1,32;0,03;0,23;0,54;0;3,06;0;1,51;0;0,38;0,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0,076;0;0,438;0,585;0,127;6,134;153;2184;1
0;0;1,42;0;0,71;0;0;0,71;0;0,71;0;0;0;0;0;0;2,85;2,85;1,42;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,931;0;0;12,055;117;217;1
0;0;0;0;0;0;0;0,99;0;0;0;0,49;0;0;0;0;0;0;0;0;0;0;0;0;1,98;0,49;0;0,49;0,49;0,99;0;0;0;0;0,49;0,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0,119;0;0;0;0;2,135;13;126;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,43;0;0,86;0;0;0;6,03;3,44;0,86;0,43;0,43;0,43;0,43;0,43;0;0,43;0,43;0,43;0,86;0;0,43;0,43;0;0;0,43;0;0,43;0;0;0;0;0,13;0,065;0,065;0;1,043;2,983;40;179;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027;0;0;0;0;1,567;6;428;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,46;0;0;0;0,185;0;0;0;0;1,904;11;80;0
0;0;0;0;0,68;0;0;0;0;0,68;0;0,68;0;0;0,68;0;0;0,68;1,36;0;0,68;0;0;0;2,72;1,36;1,36;0,68;0,68;0,68;0,68;0,68;0;0,68;0,68;0,68;0,68;0;0,68;0,68;0;0;0,68;0,68;0,68;0;0;0;0,104;0,418;0,104;0;0;0;2,102;12;82;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,69;0;0;0;0;0;0;0;7,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,285;2;9;0
0;0;0;0;0,88;0;0;0;0;2,65;0,88;0;0;0;0;0;0;0;1,76;0;0;0;0;0;1,76;0,88;1,76;0,88;0,88;0,88;0,88;0,88;0;0,88;0,88;0,88;0,88;0;0,88;0,88;0;0;0,88;0;2,65;0;0;0;0,142;0,855;0;0,285;0;0;1,777;12;80;0
0;0;1,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,61;1,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,61;0,61;0;0;1,23;0,61;0;0;0;0;0,406;0;0;0;1,666;13;70;0
0,41;0;0,41;0;1,25;0;0,41;0;0;0,2;0;1,04;0,2;0;0;0,41;0,41;0;3,96;0;2,29;0;0,2;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0,83;0;0;0;0;0,069;0;0,866;0,103;0;5,052;214;485;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,23;0;0;0;0;0;0;19,131;0;0;13,25;48;53;0
0;0;0;0;0;0,8;0;0;0,8;0;0;0;0;0;0;0;0;0,8;1,6;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0,8;0;0;0,294;0;0;0;0;1,166;2;14;0
0;0;0;0;0;0;0;0;0;0;0;1,67;0;0;0;0;0,41;0;0,83;0;0;0;0;0;1,25;0;0;0;0,83;0;0;0;0;0;0;0;0;0;0;0;0;0,41;0;0;0;0;0;0;0;0,139;0;0;0,069;0;1,804;6;74;0
0,88;0;0;0;0;0;0;0;0;1,76;0;0;0;0;0;0;0;0;1,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0,88;0;0;0,88;1,76;0;0;0;0,125;0;0,125;0;0;1,681;5;37;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,354;0;0;0;0;2,187;5;35;0
0,2;0,06;0,2;0;0,4;0;0;0;0;0;0;0,95;0,27;0;0;0,06;0,06;0;0;0;0;0;0;0;3,47;0;0;0;0;0;0;0;0,06;0;0;0,34;0,06;0;0;0;0;0;0,13;0,06;0,06;0;0;0,13;0,028;0,093;0;0;0,018;0;2,423;26;693;0
0;0;0;0;0;0;0;0;0;0,63;0;0,63;0;0;0;0;0;0;0;0;0,63;0;0;0;2,54;1,91;1,91;0,63;0,63;0,63;0,63;0,63;0;0,63;0,63;0,63;0,63;0;0,63;0,63;0;0;0,63;0;0,63;0;0;0;0;0,279;0,093;0;0;0;1,981;12;105;0
0;0;1,31;0;0;0;0;0;0;0;0;2,63;0;0;0;0;0;0;5,26;0;1,31;0;0;0;1,31;0;0;0;0;1,31;0;0;0;0;0;0;0;0;0;0;0;1,31;0;0;0;0;0;0;0;0,242;0;0;0;0;1,266;3;19;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0
0,18;0,06;0,24;0;0,18;0;0;0,18;0;0,12;0;0,6;0;0;0;0,24;0,12;0;0,78;0;0,72;0;0,06;0,42;1,93;0,66;0;0,18;0;0,12;0,3;0;0;0;0,42;0;0,18;0;0,24;0;0;0,12;0;0;0,18;0;0;0,12;0;0,196;0;0,044;0,026;0;1,873;29;843;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,47;1,47;0;0;0;1,066;0;0,213;0;0;1,333;3;36;0
0;0,36;0;0;0;0,36;1,47;0;0;0,36;0,36;0,73;0;0;0;0,36;0;1,1;2,2;0;0,73;0;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,183;0;0,367;0,061;0,122;4;36;264;1
0;0,41;1,66;0;0,41;0;0;0;0;0;0;0,41;0;0;0;0,41;0;0,83;2,08;0;1,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,41;0;0;0;0;0,068;0;0,75;0;0;3,851;121;285;1
0;0;1,79;0;0;0,59;0;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,103;10;204;1
0,7;0;0,35;0;0,7;0,35;0,7;0;0,7;0;0;0;0,7;0;0;0;1,05;0;3,16;0;1,4;0;0;1,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,173;0;0,23;0;0;4,596;60;262;1
0;0;0;0;0;0;0;0;0;0;0;1,23;0;0;0;0;0;0;1,85;0;0,61;0;0;0,61;0;0;0;0;0;0;0;0;0;0;0;0;0,61;0;0;0;0;1,23;0;0;1,23;1,85;0;0;0;0,098;0;0,098;0;0;1,627;15;70;0
0;0,3;0,3;0;0,61;0,3;0;0;0;0,3;0,3;0,3;0;0;0;0,92;0;0;0,61;0;0;0;0;0;0;0;0;0;0;3,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0,094;0;0;0;0;2,141;38;212;1
0,09;0;0,09;0;0;0,09;0;0,09;0,87;0;0;0,29;0;0;0;0;0;0;0,38;0;0,19;0;0;0;0,58;0,68;0,09;0;0;0;0;0;0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,173;0,173;0,053;0;0,026;0;3,704;48;726;0
0;0;0;0;0;0;0;0;0;0;0;1,25;0;0;0;0;0;0;1,25;0;3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,25;0;0;0;0;0,715;0;0;0;0;1,411;4;24;0
